port_code,date_of_shipment,iec,hsn_code,goods_description,master_category,model_name,model_number,capacity,qty,unit_of_measure,price,unit_of_measure_1,quantity,unit,unit_price_inr,total_value_inr,unit_price_usd,total_value_usd,duty_paid_inr,year,month,unit_standardized,model_name_parsed,capacity_spec_parsed,material_type_parsed,embedded_qty_parsed,unit_price_usd_parsed,grand_total,landed_cost_per_unit,category,sub_category,duty_pct,is_duty_anomaly
INNSA1,2025-04-15,301049751,73239990,STEEL BASKET SQUARE (SY-845-6) (QTY: 20000 PCS/USD 0.741 PERPCS)STEEL BASKET SQUARE (SY-845-6) (QTY: 20000 PCS/USD 0.741 PER,,,,,,,,,3200.0,KGS,428.0272,1369687.04,4.94257736720554,15816.2475750577,501853.3,2025,4,KG,Unknown,,Steel,20000.0,0.741,1871540.34,584.85635625,Other,General,0.36639997703416977,No
INNSA1,2025-04-05,301049751,73239990,STEEL HANGER WITH HOOK (SL-89) (QTY:70056 PCS/CNY:7.45 PER PCS)STEEL HANGER WITH HOOK (SL-89) (QTY:70056 PCS/CNY:7.45 PER P,,,,,,,,,15568.0,KGS,407.216820400822,6339551.46,4.70227275289633,73204.9822170901,2322811.6,2025,4,KG,Unknown,,Steel,70056.0,,8662363.06,556.4210598663926,Other,General,0.3663999913331408,No
INNSA1,2025-04-04,301049751,73231000,STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY: 98400 SET/USD 0.238PER SET)STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY: 98400 SET/USD 0.238,,,,,,,,,9151.0,KGS,229.461285105453,2099800.22,2.64966841923156,24247.115704388,923072.1,2025,4,KG,Unknown,,Steel,98400.0,0.238,3022872.3200000003,330.33245765490113,Other,General,0.43959996346700064,No
INNSA1,2025-03-29,301049751,73239990,RYX-02-026-3S MILD STEEL MULTI FUNCTION CLOTH STAND (QTY :1696 NUM/CNY 81.50 PER NUM)RYX-02-026-3S MILD STEEL MULTI FUNCTION CLOTH STAND (QTY :16,,,,,,,,,6614.4,KGS,265.4704387397194,1755927.67,3.040898496445812,20113.71901489118,643371.9,2025,3,KG,Unknown,,Steel,1696.0,,2399299.57,362.7388077527818,Other,General,0.36640000097498326,No
INNSA1,2025-03-28,301049751,73239990,STEEL SPRINKLER (AM-430) (QTY: 24000 PCS/USD 0.574 PER PCS) STEEL SPRINKLER (AM-430) (QTY: 24000 PCS/USD 0.574 PER PCS),,,,,,,,,4400.0,KGS,289.6072909090909,1274272.08,3.317380193689472,14596.47285223368,466893.2,2025,3,KG,Unknown,,Steel,24000.0,0.574,1741165.28,395.71938181818183,Other,General,0.3663999292835483,No
INNSA1,2025-03-28,301049751,73239990,STEEL SPRINKLER (AM-430) (QTY: 26400 PC/USD 0.573 PER PCS) STEEL SPRINKLER (AM-430) (QTY: 26400 PC/USD 0.573 PER PCS),,,,,,,,,4180.0,KGS,337.4974593301435,1410739.38,3.865950278695802,16159.67216494845,516894.9,2025,3,KG,Unknown,,Steel,26400.0,0.573,1927634.2799999998,461.15652631578945,Other,General,0.3663999937394532,No
INNSA1,2025-03-27,301049751,73239990,RYX-02-020 MILD STEEL MULTI FUNCTION CLOTH STAND (QTY :4928NUM/CNY 101.00 PER NUM)RYX-02-020 MILD STEEL MULTI FUNCTION CLOTH STAND (QTY :4928,,,,,,,,,16016.0,KGS,387.1595604395605,6200747.52,4.434817416260716,71028.03573883162,2271953.9,2025,3,KG,Unknown,,Steel,4928.0,,8472701.42,529.014823926074,Other,General,0.36640000139854106,No
INNSA1,2025-03-27,301049751,73231000,STEEL SCRUBBER 2PCS SET (8001-2) (QTY:168000 SETS/USD:0.142PER SET)STEEL SCRUBBER 2PCS SET (8001-2) (QTY:168000 SETS/USD:0.142,,,,,,,,,4900.0,KGS,440.2226959183673,2157091.21,5.042642564929752,24708.94856815579,948257.2,2025,3,KG,Unknown,,Steel,168000.0,,3105348.41,633.7445734693878,Other,General,0.4395999555345645,No
INNSA1,2025-03-27,301049751,73239990,STEEL CUTLERY HOLDER (H2740) (QTY: 10008 PCS/USD 1.72 PER PCS)STEEL CUTLERY HOLDER (H2740) (QTY: 10008 PCS/USD 1.72 PER P,,,,,,,,,3919.8,KGS,395.5428057553956,1550448.69,4.530845426751382,17760.00790378007,568084.4,2025,3,KG,Unknown,,Steel,10008.0,1.72,2118533.09,540.4696897800908,Other,General,0.3663999999896804,No
INNSA1,2025-03-12,301049751,73231000,STEEL SCRUBBER 2 PCS SET (8001-2) (QTY:168000 SETS/USD:0.142PER SETS)STEEL SCRUBBER 2 PCS SET (8001-2) (QTY:168000 SETS/USD:0.142,,,,,,,,,4900.0,KGS,443.2040795918368,2171699.99,5.04788245548789,24734.62403189066,954679.3,2025,3,KG,Unknown,,Steel,168000.0,,3126379.29,638.0365897959184,Other,General,0.43959999281484546,No
